taskType,taskId,init,gpsTagId,notificationType,notificationTs,reminderCount,notficationAcceptTs,acceptanceTime,taskAcceptTs,taskAcceptTime,taskComp,taskCompTs,taskCompTime,responseTime,receptRating 
photo,1,user,0,null,0,0,0,0,1282212398358,1282212398,0,0,-1282212398,0,0
photo,1,user,0,null,0,0,0,0,1282212440859,1282212440,0,0,-1282212440,0,0
annotate,2,user,0,null,0,0,0,0,1282212448177,1282212448,0,0,-1282212448,0,0
photo,1,user,0,null,0,0,0,0,1282212519801,1282212519,0,0,-1282212519,0,0
annotate,2,user,0,null,0,0,0,0,1282212655382,1282212655,0,0,-1282212655,0,0
annotate,2,user,0,null,0,0,0,0,1282212689976,1282212689,0,0,-1282212689,0,0
annotate,2,user,0,null,0,0,0,0,1282212702450,1282212702,0,0,-1282212702,0,0
annotate,2,user,0,null,0,0,0,0,1282212770041,1282212770,0,0,-1282212770,0,0
photo_story,3,user,0,null,0,0,0,0,1282212780742,1282212780,0,0,-1282212780,0,0
annotate,2,user,0,null,0,0,0,0,1282212785271,1282212785,0,1282212896586,111,1282212896,0
Q-Zone,2,sys,13,null,1282212935829,0,0,-1282212935,0,0,0,0,0,-1282212935,0
photo,1,user,0,null,0,0,0,0,1282213023980,1282213023,0,0,-1282213023,0,0
photo,1,user,0,null,0,0,0,0,1282213073520,1282213073,0,0,-1282213073,0,0
annotate,2,user,0,null,0,0,0,0,1282213087455,1282213087,0,0,-1282213087,0,0
annotate,2,user,0,null,0,0,0,0,1282213134246,1282213134,0,0,-1282213134,0,0
annotate,2,user,0,null,0,0,0,0,1282213165522,1282213165,0,0,-1282213165,0,0
photo,1,user,0,null,0,0,0,0,1282213220267,1282213220,0,0,-1282213220,0,0
photo,1,user,0,null,0,0,0,0,1282213243987,1282213243,0,0,-1282213243,0,0
annotate,2,user,0,null,0,0,0,0,1282213254560,1282213254,0,1282213357125,102,1282213357,0
Q-Zone,2,sys,13,null,1282213292339,4,0,-1282213292,0,0,0,0,0,-1282213292,0
annotate,2,user,0,null,0,0,0,0,1282213364741,1282213364,0,1282213450824,86,1282213450,0
Q-Zone,2,sys,13,null,1282213502634,0,0,-1282213502,0,0,0,0,0,-1282213502,0
annotate,2,user,0,null,0,0,0,0,1282214227458,1282214227,0,0,-1282214227,0,0
photo,1,user,0,null,0,0,0,0,1282214350341,1282214350,0,0,-1282214350,0,0
photo,1,user,0,null,0,0,0,0,1282215658190,1282215658,0,0,-1282215658,0,0
photo,1,user,0,null,0,0,0,0,1282215710814,1282215710,0,0,-1282215710,0,0
newImages,4,sys,0,null,1282215713462,0,0,-1282215713,0,0,0,0,0,-1282215713,0
newImages,4,sys,0,null,1282215757550,0,0,-1282215757,0,0,0,0,0,-1282215757,0
photo,1,user,0,null,0,0,0,0,1282216001427,1282216001,0,0,-1282216001,0,0
photo,1,user,0,null,0,0,0,0,1282217157017,1282217157,0,0,-1282217157,0,0
annotate,2,user,0,null,0,0,0,0,1282217163621,1282217163,0,0,-1282217163,0,0
photo,1,user,0,null,0,0,0,0,1282217239806,1282217239,0,0,-1282217239,0,0
newImages,4,sys,0,null,1282217274462,0,0,-1282217274,0,0,0,0,0,-1282217274,0
annotate,2,user,0,null,0,0,0,0,1282217385521,1282217385,0,0,-1282217385,0,0
newImages,4,sys,0,null,1282217461748,0,0,-1282217461,0,0,0,0,0,-1282217461,0
newImages,4,sys,0,null,1282217531706,0,0,-1282217531,0,0,0,0,0,-1282217531,0
annotate,2,user,0,null,0,0,0,0,1282217535962,1282217535,0,0,-1282217535,0,0
annotate,2,user,0,null,0,0,0,0,1282217541954,1282217541,0,0,-1282217541,0,0
newImages,4,sys,0,null,1282217553261,0,0,-1282217553,0,0,0,0,0,-1282217553,0
newImages,4,sys,0,null,1282217584851,0,0,-1282217584,0,0,0,0,0,-1282217584,0
newImages,4,sys,0,null,1282217612264,0,0,-1282217612,0,0,0,0,0,-1282217612,0
newImages,4,sys,0,null,1282217702411,0,0,-1282217702,0,0,0,0,0,-1282217702,0
annotate,2,user,0,null,0,0,0,0,1282217729745,1282217729,0,1282217803275,73,1282217803,0
photo,1,user,0,null,0,0,0,0,1282218110854,1282218110,0,0,-1282218110,0,0
annotate,2,user,0,null,0,0,0,0,1282218120625,1282218120,0,0,-1282218120,0,0
newImages,4,sys,0,null,1282218154764,0,0,-1282218154,0,0,0,0,0,-1282218154,0
annotate,2,user,0,null,0,0,0,0,1282218169435,1282218169,0,1282218255164,85,1282218255,0
newImages,4,sys,0,null,1282218423477,0,0,-1282218423,0,0,0,0,0,-1282218423,0
newImages,4,sys,0,null,1282218664892,0,0,-1282218664,0,0,0,0,0,-1282218664,0
photo opportunity,1,sys,15,null,1282218851734,0,0,-1282218851,0,0,0,0,0,-1282218851,0
newImages,4,sys,0,null,1282218957219,0,0,-1282218957,0,0,0,0,0,-1282218957,0
newImages,4,sys,0,null,1282219009904,0,0,-1282219009,0,0,0,0,0,-1282219009,0
photo,1,user,0,null,0,0,0,0,1282219014040,1282219014,0,0,-1282219014,0,0
newImages,4,sys,0,null,1282219026987,0,0,-1282219026,0,0,0,0,0,-1282219026,0
photo,1,user,0,null,0,0,0,0,1282219064021,1282219064,0,0,-1282219064,0,0
photo,1,user,0,null,0,0,0,0,1282219119590,1282219119,0,0,-1282219119,0,0
photo,1,user,0,null,0,0,0,0,1282219452918,1282219452,0,0,-1282219452,0,0
photo,1,user,0,null,0,0,0,0,1282219571039,1282219571,0,0,-1282219571,0,0
photo,1,user,0,null,0,0,0,0,1282219755730,1282219755,0,0,-1282219755,0,0
newImages,4,sys,0,null,1282219851225,0,0,-1282219851,0,0,0,0,0,-1282219851,0
photo,1,user,0,null,0,0,0,0,1282219854122,1282219854,0,0,-1282219854,0,0
photo,1,user,0,null,0,0,0,0,1282219976557,1282219976,0,0,-1282219976,0,0
photo opportunity,1,sys,14,null,1282220007817,0,0,-1282220007,0,0,0,0,0,-1282220007,0
newImages,4,sys,0,null,1282220253780,0,0,-1282220253,0,0,0,0,0,-1282220253,0
photo,1,user,0,null,0,0,0,0,1282220260681,1282220260,0,0,-1282220260,0,0
annotate,2,user,0,null,0,0,0,0,1282220307759,1282220307,0,1282220495065,187,1282220495,0
newImages,4,sys,0,null,1282220433832,0,0,-1282220433,0,0,0,0,0,-1282220433,0
photo_story,3,user,0,null,0,0,0,0,1282220500766,1282220500,0,1282220607470,106,1282220607,0
newImages,4,sys,0,null,1282220553230,0,0,-1282220553,0,0,0,0,0,-1282220553,0
newImages,4,sys,0,null,1282220569328,0,0,-1282220569,0,0,0,0,0,-1282220569,0
newImages,4,sys,0,null,1282220752927,0,0,-1282220752,0,0,0,0,0,-1282220752,0
photo opportunity,1,sys,55,null,1282220989200,0,0,-1282220989,0,0,0,0,0,-1282220989,0
photo,1,user,0,null,0,0,0,0,1282221055315,1282221055,0,0,-1282221055,0,0
newImages,4,sys,0,null,1282221056152,0,0,-1282221056,0,0,0,0,0,-1282221056,0
photo,1,user,0,null,0,0,0,0,1282221197450,1282221197,0,0,-1282221197,0,0
newImages,4,sys,0,null,1282221273081,0,0,-1282221273,0,0,0,0,0,-1282221273,0
newImages,4,sys,0,null,1282221284434,0,0,-1282221284,0,0,0,0,0,-1282221284,0
newImages,4,sys,0,null,1282221287991,0,0,-1282221287,0,0,0,0,0,-1282221287,0
annotate,2,user,0,null,0,0,0,0,1282221289571,1282221289,0,0,-1282221289,0,0
photo,1,user,0,null,0,0,0,0,1282221405328,1282221405,0,0,-1282221405,0,0
annotate,2,user,0,null,0,0,0,0,1282221423663,1282221423,0,0,-1282221423,0,0
annotate,2,user,0,null,0,0,0,0,1282221457943,1282221457,0,0,-1282221457,0,0
newImages,4,sys,0,null,1282221460368,0,0,-1282221460,0,0,0,0,0,-1282221460,0
annotate,2,user,0,null,0,0,0,0,1282221468627,1282221468,0,1282221564549,95,1282221564,0
newImages,4,sys,0,null,1282221474050,0,0,-1282221474,0,0,0,0,0,-1282221474,0
newImages,4,sys,0,null,1282221516738,0,0,-1282221516,0,0,0,0,0,-1282221516,0
newImages,4,sys,0,null,1282221531621,0,0,-1282221531,0,0,0,0,0,-1282221531,0
newImages,4,sys,0,null,1282221547854,0,0,-1282221547,0,0,0,0,0,-1282221547,0
newImages,4,sys,0,null,1282221570327,0,0,-1282221570,0,0,0,0,0,-1282221570,0
newImages,4,sys,0,null,1282221578156,0,0,-1282221578,0,0,0,0,0,-1282221578,0
newImages,4,sys,0,null,1282221634431,0,0,-1282221634,0,0,0,0,0,-1282221634,0
newImages,4,sys,0,null,1282221694639,0,0,-1282221694,0,0,0,0,0,-1282221694,0
newImages,4,sys,0,null,1282221742099,0,0,-1282221742,0,0,0,0,0,-1282221742,0
photo,1,user,0,null,0,0,0,0,1282221901463,1282221901,0,0,-1282221901,0,0
annotate,2,user,0,null,0,0,0,0,1282221944946,1282221944,0,1282222003046,58,1282222003,0
newImages,4,sys,0,null,1282222120400,0,0,-1282222120,0,0,0,0,0,-1282222120,0
newImages,4,sys,0,null,1282222192227,0,0,-1282222192,0,0,0,0,0,-1282222192,0
photo opportunity,1,sys,55,null,1282222255678,0,0,-1282222255,0,0,0,0,0,-1282222255,0
photo,1,user,0,null,0,0,0,0,1282222318802,1282222318,0,0,-1282222318,0,0
newImages,4,sys,0,null,1282222413178,0,0,-1282222413,0,0,0,0,0,-1282222413,0
photo,1,user,0,null,0,0,0,0,1282223017151,1282223017,0,0,-1282223017,0,0
lunch/break,3,sys,50,null,1282223030584,0,0,-1282223030,0,0,0,0,0,-1282223030,0
photo,1,user,0,null,0,0,0,0,1282223051472,1282223051,0,0,-1282223051,0,0
newImages,4,sys,0,null,1282223212390,0,0,-1282223212,0,0,0,0,0,-1282223212,0
newImages,4,sys,0,null,1282223218240,0,0,-1282223218,0,0,0,0,0,-1282223218,0
newImages,4,sys,0,null,1282223313229,0,0,-1282223313,0,0,0,0,0,-1282223313,0
newImages,4,sys,0,null,1282223374236,0,0,-1282223374,0,0,0,0,0,-1282223374,0
photo opportunity,1,sys,55,null,1282223531725,0,0,-1282223531,0,0,0,0,0,-1282223531,0
annotate,2,user,0,null,0,0,0,0,1282223624801,1282223624,0,0,-1282223624,0,0
annotate,2,user,0,null,0,0,0,0,1282223653232,1282223653,0,1282223736690,83,1282223736,0
annotate,2,user,0,null,0,0,0,0,1282223745891,1282223745,0,0,-1282223745,0,0
annotate,2,user,0,null,0,0,0,0,1282223782542,1282223782,0,1282223844105,61,1282223844,0
newImages,4,sys,0,null,1282223793710,0,0,-1282223793,0,0,0,0,0,-1282223793,0
annotate,2,user,0,null,0,0,0,0,1282223863760,1282223863,0,0,-1282223863,0,0
annotate,2,user,0,null,0,0,0,0,1282223894538,1282223894,0,1282223990761,96,1282223990,0
newImages,4,sys,0,null,1282223917333,0,0,-1282223917,0,0,0,0,0,-1282223917,0
annotate,2,user,0,null,0,0,0,0,1282223996799,1282223996,0,0,-1282223996,0,0
newImages,4,sys,0,null,1282224043821,0,0,-1282224043,0,0,0,0,0,-1282224043,0
photo_story,3,user,0,null,0,0,0,0,1282224047310,1282224047,0,0,-1282224047,0,0
annotate,2,user,0,null,0,0,0,0,1282224057739,1282224057,0,0,-1282224057,0,0
annotate,2,user,0,null,0,0,0,0,1282224063202,1282224063,0,0,-1282224063,0,0
newImages,4,sys,0,null,1282224098030,0,0,-1282224098,0,0,0,0,0,-1282224098,0
newImages,4,sys,0,null,1282224111957,0,0,-1282224111,0,0,0,0,0,-1282224111,0
annotate,2,user,0,null,0,0,0,0,1282224181222,1282224181,0,1282224270717,89,1282224270,0
newImages,4,sys,0,null,1282224213387,0,0,-1282224213,0,0,0,0,0,-1282224213,0
photo_story,3,user,0,null,0,0,0,0,1282224279188,1282224279,0,0,-1282224279,0,0
photo,1,user,0,null,0,0,0,0,1282224378463,1282224378,0,0,-1282224378,0,0
annotate,2,user,0,null,0,0,0,0,1282224400343,1282224400,0,0,-1282224400,0,0
photo_story,3,user,0,null,0,0,0,0,1282224403235,1282224403,0,0,-1282224403,0,0
photo_story,3,user,0,null,0,0,0,0,1282226309733,1282226309,0,0,-1282226309,0,0
newImages,4,sys,0,null,1282226422552,0,0,-1282226422,0,0,0,0,0,-1282226422,0
photo_story,3,user,0,null,0,0,0,0,1282226584872,1282226584,0,0,-1282226584,0,0
photo_story,3,user,0,null,0,0,0,0,1282226618212,1282226618,0,0,-1282226618,0,0
photo_story,3,user,0,null,0,0,0,0,1282226643469,1282226643,0,0,-1282226643,0,0
photo,1,user,0,null,0,0,0,0,1282226722113,1282226722,0,0,-1282226722,0,0
annotate,2,user,0,null,0,0,0,0,1282226752401,1282226752,0,0,-1282226752,0,0
photo_story,3,user,0,null,0,0,0,0,1282226765859,1282226765,0,1282226844622,78,1282226844,0
lunch/break,3,sys,49,null,1282229941786,0,0,-1282229941,0,0,0,0,0,-1282229941,0
