taskType,taskId,init,gpsTagId,notificationType,notificationTs,reminderCount,notficationAcceptTs,acceptanceTime,taskAcceptTs,taskAcceptTime,taskComp,taskCompTs,taskCompTime,responseTime,receptRating 
newImages,4,sys,0,null,1281439503610,0,0,-1281439503,0,0,0,0,0,-1281439503,0
annotate,2,user,0,null,0,0,0,0,1281439615111,1281439615,0,0,-1281439615,0,0
newImages,4,sys,0,null,1281439621825,0,1281439698600,76,0,-1281439698,0,0,0,-1281439621,0
photo opportunity,1,sys,59,null,1281439949303,0,1281440068818,119,1281440070643,1,0,1281440083343,12,134,3
photo,1,user,0,null,0,0,0,0,1281440020440,1281440020,0,0,-1281440020,0,0
newImages,4,sys,0,null,1281440053157,0,0,-1281440053,0,0,0,0,0,-1281440053,0
newImages,4,sys,0,null,1281440054585,0,0,-1281440054,0,0,0,0,0,-1281440054,0
newImages,4,sys,0,null,1281440096357,0,0,-1281440096,0,0,0,0,0,-1281440096,0
newImages,4,sys,0,null,1281440112153,0,0,-1281440112,0,0,0,0,0,-1281440112,0
photo,1,user,0,null,0,0,0,0,1281440161712,1281440161,0,0,-1281440161,0,0
newImages,4,sys,0,null,1281440170376,0,1281441098313,927,0,-1281441098,0,0,0,-1281440170,0
Q-Zone,2,sys,22,null,1281440414841,0,1281440430558,15,1281440434200,3,0,0,-1281440434,-1281440414,0
photo,1,user,0,null,0,0,0,0,1281440449654,1281440449,0,0,-1281440449,0,0
annotate,2,user,0,null,0,0,0,0,1281440506839,1281440506,0,0,-1281440506,0,0
photo,1,user,0,null,0,0,0,0,1281440571730,1281440571,0,0,-1281440571,0,0
photo,1,user,0,null,0,0,0,0,1281441089982,1281441089,0,0,-1281441089,0,0
photo,1,user,0,null,0,0,0,0,1281441636059,1281441636,0,0,-1281441636,0,0
photo,1,user,0,null,0,0,0,0,1281442653564,1281442653,0,0,-1281442653,0,0
photo,1,user,0,null,0,0,0,0,1281442701668,1281442701,0,0,-1281442701,0,0
annotate,2,user,0,null,0,0,0,0,1281442712245,1281442712,0,0,-1281442712,0,0
photo,1,user,0,null,0,0,0,0,1281442791016,1281442791,0,0,-1281442791,0,0
annotate,2,user,0,null,0,0,0,0,1281442837989,1281442837,0,0,-1281442837,0,0
photo,1,user,0,null,0,0,0,0,1281445125189,1281445125,0,0,-1281445125,0,0
photo,1,user,0,null,0,0,0,0,1281445164871,1281445164,0,0,-1281445164,0,0
photo,1,user,0,null,0,0,0,0,1281445199276,1281445199,0,0,-1281445199,0,0
annotate,2,user,0,null,0,0,0,0,1281445204490,1281445204,0,0,-1281445204,0,0
Q-Zone,2,sys,58,null,1281446061061,2,1281446130204,69,1281446132337,2,0,0,-1281446132,-1281446061,0
annotate,2,user,0,null,0,0,0,0,1281446069131,1281446069,0,0,-1281446069,0,0
photo,1,user,0,null,0,0,0,0,1281446082683,1281446082,0,0,-1281446082,0,0
photo_story,3,user,0,null,0,0,0,0,1281446147379,1281446147,0,0,-1281446147,0,0
photo,1,user,0,null,0,0,0,0,1281446181290,1281446181,0,0,-1281446181,0,0
newImages,4,sys,0,null,1281446188147,0,1281446197385,9,0,-1281446197,0,0,0,-1281446188,0
photo,1,user,0,null,0,0,0,0,1281446245532,1281446245,0,0,-1281446245,0,0
newImages,4,sys,0,null,1281446283145,0,0,-1281446283,0,0,0,0,0,-1281446283,0
newImages,4,sys,0,null,1281446308524,0,0,-1281446308,0,0,0,0,0,-1281446308,0
annotate,2,user,0,null,0,0,0,0,1281446333643,1281446333,0,1281446387755,54,1281446387,0
newImages,4,sys,0,null,1281446363488,0,0,-1281446363,0,0,0,0,0,-1281446363,0
annotate,2,user,0,null,0,0,0,0,1281446393604,1281446393,0,0,-1281446393,0,0
annotate,2,user,0,null,0,0,0,0,1281446421814,1281446421,0,0,-1281446421,0,0
photo,1,user,0,null,0,0,0,0,1281446503500,1281446503,0,0,-1281446503,0,0
newImages,4,sys,0,null,1281446547834,0,0,-1281446547,0,0,0,0,0,-1281446547,0
newImages,4,sys,0,null,1281446548866,0,1281446562163,13,0,-1281446562,0,0,0,-1281446548,0
newImages,4,sys,0,null,1281446569674,0,0,-1281446569,0,0,0,0,0,-1281446569,0
newImages,4,sys,0,null,1281446726905,0,1281446871279,144,0,-1281446871,0,0,0,-1281446726,0
annotate,2,user,0,null,0,0,0,0,1281446915457,1281446915,0,1281447052731,137,1281447052,0
photo,1,user,0,null,0,0,0,0,1281446999016,1281446999,0,0,-1281446999,0,0
photo,1,user,0,null,0,0,0,0,1281447311111,1281447311,0,0,-1281447311,0,0
photo_story,3,user,0,null,0,0,0,0,1281447750962,1281447750,0,0,-1281447750,0,0
photo,1,user,0,null,0,0,0,0,1281447776748,1281447776,0,0,-1281447776,0,0
lunch/break,3,sys,27,null,1281447804919,0,1281447971405,166,1281447977718,6,0,0,-1281447977,-1281447804,0
annotate,2,user,0,null,0,0,0,0,1281447955050,1281447955,0,0,-1281447955,0,0
photo_story,3,user,0,null,0,0,0,0,1281447993720,1281447993,0,0,-1281447993,0,0
photo,1,user,0,null,0,0,0,0,1281448577013,1281448577,0,0,-1281448577,0,0
photo opportunity,1,sys,23,null,1281448634565,0,1281448652712,18,1281448654524,1,0,1281448670955,16,36,3
photo,1,user,0,null,0,0,0,0,1281448797014,1281448797,0,0,-1281448797,0,0
photo,1,user,0,null,0,0,0,0,1281449093676,1281449093,0,0,-1281449093,0,0
photo opportunity,1,sys,55,null,1281449386878,0,1281449465821,78,1281449469471,3,0,1281449481423,11,94,3
photo,1,user,0,null,0,0,0,0,1281449494804,1281449494,0,0,-1281449494,0,0
annotate,2,user,0,null,0,0,0,0,1281449498690,1281449498,0,0,-1281449498,0,0
annotate,2,user,0,null,0,0,0,0,1281449663071,1281449663,0,1281449688898,25,1281449688,0
annotate,2,user,0,null,0,0,0,0,1281449706767,1281449706,0,0,-1281449706,0,0
newImages,4,sys,0,null,1281449729760,0,0,-1281449729,0,0,0,0,0,-1281449729,0
photo,1,user,0,null,0,0,0,0,1281449844816,1281449844,0,0,-1281449844,0,0
newImages,4,sys,0,null,1281449853755,0,1281450091997,238,0,-1281450091,0,0,0,-1281449853,0
annotate,2,user,0,null,0,0,0,0,1281449880380,1281449880,0,0,-1281449880,0,0
photo,1,user,0,null,0,0,0,0,1281450007306,1281450007,0,0,-1281450007,0,0
lunch/break,3,sys,50,null,1281450082250,0,1281452252080,2169,1281452295891,43,0,0,-1281452295,-1281450082,0
photo,1,user,0,null,0,0,0,0,1281450098425,1281450098,0,0,-1281450098,0,0
annotate,2,user,0,null,0,0,0,0,1281450129183,1281450129,0,1281450297393,168,1281450297,0
photo,1,user,0,null,0,0,0,0,1281450324292,1281450324,0,0,-1281450324,0,0
photo,1,user,0,null,0,0,0,0,1281450375873,1281450375,0,0,-1281450375,0,0
photo,1,user,0,null,0,0,0,0,1281450440771,1281450440,0,0,-1281450440,0,0
newImages,4,sys,0,null,1281450574354,0,0,-1281450574,0,0,0,0,0,-1281450574,0
photo,1,user,0,null,0,0,0,0,1281450646779,1281450646,0,0,-1281450646,0,0
photo,1,user,0,null,0,0,0,0,1281450658305,1281450658,0,0,-1281450658,0,0
photo,1,user,0,null,0,0,0,0,1281450677156,1281450677,0,0,-1281450677,0,0
newImages,4,sys,0,null,1281450954380,0,1281450963953,9,0,-1281450963,0,0,0,-1281450954,0
newImages,4,sys,0,null,1281450993662,0,0,-1281450993,0,0,0,0,0,-1281450993,0
newImages,4,sys,0,null,1281451049978,0,1281451057260,7,0,-1281451057,0,0,0,-1281451049,0
newImages,4,sys,0,null,1281451075223,0,0,-1281451075,0,0,0,0,0,-1281451075,0
newImages,4,sys,0,null,1281451116794,0,0,-1281451116,0,0,0,0,0,-1281451116,0
photo,1,user,0,null,0,0,0,0,1281451158066,1281451158,0,0,-1281451158,0,0
newImages,4,sys,0,null,1281451231118,0,0,-1281451231,0,0,0,0,0,-1281451231,0
newImages,4,sys,0,null,1281451255583,0,0,-1281451255,0,0,0,0,0,-1281451255,0
end of ride,1,sys,39,null,1281451321795,0,1281451821131,499,1281451828410,7,0,1281451835086,6,513,3
photo,1,user,0,null,0,0,0,0,1281451422765,1281451422,0,0,-1281451422,0,0
photo,1,user,0,null,0,0,0,0,1281451497974,1281451497,0,0,-1281451497,0,0
photo,1,user,0,null,0,0,0,0,1281451591201,1281451591,0,0,-1281451591,0,0
photo,1,user,0,null,0,0,0,0,1281451917104,1281451917,0,0,-1281451917,0,0
photo,1,user,0,null,0,0,0,0,1281451983042,1281451983,0,0,-1281451983,0,0
newImages,4,sys,0,null,1281453053129,0,0,-1281453053,0,0,0,0,0,-1281453053,0
newImages,4,sys,0,null,1281453088685,0,0,-1281453088,0,0,0,0,0,-1281453088,0
newImages,4,sys,0,null,1281453414118,0,1281454233724,819,0,-1281454233,0,0,0,-1281453414,0
photo,1,user,0,null,0,0,0,0,1281453894817,1281453894,0,0,-1281453894,0,0
photo_story,3,user,0,null,0,0,0,0,1281453953416,1281453953,0,0,-1281453953,0,0
newImages,4,sys,0,null,1281454493845,0,0,-1281454493,0,0,0,0,0,-1281454493,0
annotate,2,user,0,null,0,0,0,0,1281454593808,1281454593,0,0,-1281454593,0,0
photo_story,3,user,0,null,0,0,0,0,1281454609622,1281454609,0,0,-1281454609,0,0
lunch/break,3,sys,49,null,1281454777171,0,0,-1281454777,0,0,0,0,0,-1281454777,0
