taskType,taskId,init,gpsTagId,notificationType,notificationTs,reminderCount,notficationAcceptTs,acceptanceTime,taskAcceptTs,taskAcceptTime,taskComp,taskCompTs,taskCompTime,responseTime,receptRating 
newImages,4,sys,0,null,1281446134547,0,1281446140998,6,,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281446160094,0,1,1281446201674,41,0,0
newImages,4,sys,0,null,1281446203348,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281446214977,0,,0,,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281446217616,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281446259741,0,1,1281446292088,32,0,0
newImages,4,sys,0,null,1281446260898,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281446309555,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281446315278,0,1281446396690,81,,0,0,,0,0,0
photo,1,user,0,null,,0,,0,1281446460907,0,0,,0,0,0
newImages,4,sys,0,null,1281446561456,0,,0,,0,0,,0,0,0
photo,1,user,0,null,,0,,0,1281446605722,0,0,,0,0,0
photo,1,user,0,null,,0,,0,1281446643905,0,0,,0,0,0
photo,1,user,0,null,,0,,0,1281446713642,0,0,,0,0,0
newImages,4,sys,0,null,1281447048623,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281447773280,0,1281447785683,12,,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281448060551,0,0,,0,0,0
newImages,4,sys,0,null,1281449307058,0,,0,,0,0,,0,0,0
photo opportunity,1,sys,55,null,1281449360610,0,1281449737574,376,1281449739822,2,1,1281449768607,28,407,0
photo,1,user,0,null,,0,,0,1281449376435,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281449485274,0,0,,0,0,0
newImages,4,sys,0,null,1281449486174,0,,0,,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281449575912,0,1,1281449675753,99,0,0
newImages,4,sys,0,null,1281449643567,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281449678404,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281449722187,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281449893821,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450027011,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450123403,0,,0,,0,0,,0,0,0
lunch/break,3,sys,50,null,1281450139685,0,1281452449926,2310,1281452454650,4,0,,0,0,0
newImages,4,sys,0,null,1281450299510,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450363887,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450383706,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450483839,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450544720,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450669536,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450685780,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450923256,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281450960788,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451021580,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451042680,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451085824,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451201989,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451224772,0,,0,,0,0,,0,0,0
end of ride,1,sys,39,null,1281451302660,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451406908,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451441865,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451527340,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451588651,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451826915,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281451983529,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281452042337,0,,0,,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281452318304,0,0,,0,0,0
photo,1,user,0,null,,0,,0,1281452420128,0,0,,0,0,0
newImages,4,sys,0,null,1281452999576,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281453059959,0,,0,,0,0,,0,0,0
newImages,4,sys,0,null,1281453382993,0,,0,,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281453975395,0,0,,0,0,0
annotate,2,user,0,null,,0,,0,1281454306170,0,1,1281454373820,67,0,0
photo_story,3,user,0,null,,0,,0,1281454407791,0,0,,0,0,0
newImages,4,sys,0,null,1281505593872,0,1281505608240,14,,0,0,,0,0,0
