taskType,taskId,init,gpsTagId,notificationType,notificationTs,reminderCount,notficationAcceptTs,acceptanceTime,taskAcceptTs,taskAcceptTime,taskComp,taskCompTs,taskCompTime,responseTime,receptRating 
end of ride,1,sys,40,null,1281522289457,0,1281522530903,241,1281522532503,1,0,1281522542698,10,253,4
newImages,4,sys,0,null,1281522619342,0,1281522698929,79,0,-1281522698,0,0,0,-1281522619,0
newImages,4,sys,0,null,1281522741198,0,0,-1281522741,0,0,0,0,0,-1281522741,0
newImages,4,sys,0,null,1281522799710,0,0,-1281522799,0,0,0,0,0,-1281522799,0
annotate,2,user,0,null,0,0,0,0,1281522808888,1281522808,0,0,-1281522808,0,0
annotate,2,user,0,null,0,0,0,0,1281522821055,1281522821,0,0,-1281522821,0,0
newImages,4,sys,0,null,1281522858965,0,0,-1281522858,0,0,0,0,0,-1281522858,0
newImages,4,sys,0,null,1281522920473,0,0,-1281522920,0,0,0,0,0,-1281522920,0
annotate,2,user,0,null,0,0,0,0,1281522950338,1281522950,0,1281523090518,140,1281523090,0
newImages,4,sys,0,null,1281523039360,0,0,-1281523039,0,0,0,0,0,-1281523039,0
annotate,2,user,0,null,0,0,0,0,1281523149472,1281523149,0,0,-1281523149,0,0
annotate,2,user,0,null,0,0,0,0,1281523163331,1281523163,0,0,-1281523163,0,0
annotate,2,user,0,null,0,0,0,0,1281523209364,1281523209,0,0,-1281523209,0,0
annotate,2,user,0,null,0,0,0,0,1281523260555,1281523260,0,1281523345742,85,1281523345,0
newImages,4,sys,0,null,1281523343801,0,0,-1281523343,0,0,0,0,0,-1281523343,0
annotate,2,user,0,null,0,0,0,0,1281523353122,1281523353,0,0,-1281523353,0,0
annotate,2,user,0,null,0,0,0,0,1281523358336,1281523358,0,0,-1281523358,0,0
photo_story,3,user,0,null,0,0,0,0,1281523381138,1281523381,0,0,-1281523381,0,0
newImages,4,sys,0,null,1281523384979,0,0,-1281523384,0,0,0,0,0,-1281523384,0
annotate,2,user,0,null,0,0,0,0,1281523389851,1281523389,0,0,-1281523389,0,0
newImages,4,sys,0,null,1281523407767,0,1281523409497,1,0,-1281523409,0,0,0,-1281523407,0
photo,1,user,0,null,0,0,0,0,1281523425223,1281523425,0,0,-1281523425,0,0
annotate,2,user,0,null,0,0,0,0,1281523450690,1281523450,0,1281523584470,133,1281523584,0
newImages,4,sys,0,null,1281523525350,0,0,-1281523525,0,0,0,0,0,-1281523525,0
newImages,4,sys,0,null,1281523589767,0,0,-1281523589,0,0,0,0,0,-1281523589,0
newImages,4,sys,0,null,1281523592089,0,0,-1281523592,0,0,0,0,0,-1281523592,0
annotate,2,user,0,null,0,0,0,0,1281523596333,1281523596,0,0,-1281523596,0,0
photo,1,user,0,null,0,0,0,0,1281523628837,1281523628,0,0,-1281523628,0,0
annotate,2,user,0,null,0,0,0,0,1281523632240,1281523632,0,0,-1281523632,0,0
newImages,4,sys,0,null,1281523639639,0,0,-1281523639,0,0,0,0,0,-1281523639,0
photo,1,user,0,null,0,0,0,0,1281523658947,1281523658,0,0,-1281523658,0,0
annotate,2,user,0,null,0,0,0,0,1281523663126,1281523663,0,0,-1281523663,0,0
annotate,2,user,0,null,0,0,0,0,1281523690670,1281523690,0,1281523804552,113,1281523804,0
newImages,4,sys,0,null,1281523810018,0,1281523839626,29,0,-1281523839,0,0,0,-1281523810,0
annotate,2,user,0,null,0,0,0,0,1281523828235,1281523828,0,0,-1281523828,0,0
photo,1,user,0,null,0,0,0,0,1281523870824,1281523870,0,0,-1281523870,0,0
newImages,4,sys,0,null,1281523879119,0,1281523926359,47,0,-1281523926,0,0,0,-1281523879,0
newImages,4,sys,0,null,1281523939989,0,0,-1281523939,0,0,0,0,0,-1281523939,0
photo,1,user,0,null,0,0,0,0,1281524284381,1281524284,0,0,-1281524284,0,0
newImages,4,sys,0,null,1281524304876,0,0,-1281524304,0,0,0,0,0,-1281524304,0
newImages,4,sys,0,null,1281524367227,0,0,-1281524367,0,0,0,0,0,-1281524367,0
newImages,4,sys,0,null,1281524419980,0,0,-1281524419,0,0,0,0,0,-1281524419,0
annotate,2,user,0,null,0,0,0,0,1281524718432,1281524718,0,0,-1281524718,0,0
newImages,4,sys,0,null,1281524724949,0,0,-1281524724,0,0,0,0,0,-1281524724,0
annotate,2,user,0,null,0,0,0,0,1281524751425,1281524751,0,0,-1281524751,0,0
newImages,4,sys,0,null,1281524786880,0,1281525082503,295,0,-1281525082,0,0,0,-1281524786,0
annotate,2,user,0,null,0,0,0,0,1281524867510,1281524867,0,0,-1281524867,0,0
annotate,2,user,0,null,0,0,0,0,1281524947477,1281524947,0,0,-1281524947,0,0
photo opportunity,1,sys,10,null,1281524984216,0,0,-1281524984,0,0,0,0,0,-1281524984,0
annotate,2,user,0,null,0,0,0,0,1281524985748,1281524985,0,0,-1281524985,0,0
newImages,4,sys,0,null,1281525141098,0,1281525168935,27,0,-1281525168,0,0,0,-1281525141,0
annotate,2,user,0,null,0,0,0,0,1281525197379,1281525197,0,0,-1281525197,0,0
newImages,4,sys,0,null,1281525388205,0,0,-1281525388,0,0,0,0,0,-1281525388,0
annotate,2,user,0,null,0,0,0,0,1281525395969,1281525395,0,0,-1281525395,0,0
annotate,2,user,0,null,0,0,0,0,1281525514103,1281525514,0,0,-1281525514,0,0
newImages,4,sys,0,null,1281525515550,0,1281525660605,145,0,-1281525660,0,0,0,-1281525515,0
photo,1,user,0,null,0,0,0,0,1281526130075,1281526130,0,0,-1281526130,0,0
annotate,2,user,0,null,0,0,0,0,1281526183008,1281526183,0,1281526204245,21,1281526204,0
photo,1,user,0,null,0,0,0,0,1281526268587,1281526268,0,0,-1281526268,0,0
annotate,2,user,0,null,0,0,0,0,1281526384290,1281526384,0,1281526427640,43,1281526427,0
newImages,4,sys,0,null,1281526453648,0,1281526457660,4,0,-1281526457,0,0,0,-1281526453,0
annotate,2,user,0,null,0,0,0,0,1281526488325,1281526488,0,0,-1281526488,0,0
photo,1,user,0,null,0,0,0,0,1281526531302,1281526531,0,0,-1281526531,0,0
annotate,2,user,0,null,0,0,0,0,1281526712108,1281526712,0,1281526736255,24,1281526736,0
annotate,2,user,0,null,0,0,0,0,1281527301325,1281527301,0,0,-1281527301,0,0
annotate,2,user,0,null,0,0,0,0,1281527339183,1281527339,0,0,-1281527339,0,0
newImages,4,sys,0,null,1281527351150,0,0,-1281527351,0,0,0,0,0,-1281527351,0
newImages,4,sys,0,null,1281527359301,0,1281527631021,271,0,-1281527631,0,0,0,-1281527359,0
annotate,2,user,0,null,0,0,0,0,1281527386694,1281527386,0,0,-1281527386,0,0
photo,1,user,0,null,0,0,0,0,1281527459353,1281527459,0,0,-1281527459,0,0
annotate,2,user,0,null,0,0,0,0,1281527515575,1281527515,0,1281527599043,83,1281527599,0
annotate,2,user,0,null,0,0,0,0,1281527667041,1281527667,0,0,-1281527667,0,0
annotate,2,user,0,null,0,0,0,0,1281527858803,1281527858,0,0,-1281527858,0,0
annotate,2,user,0,null,0,0,0,0,1281527915882,1281527915,0,0,-1281527915,0,0
annotate,2,user,0,null,0,0,0,0,1281527978146,1281527978,0,1281528083156,105,1281528083,0
photo,1,user,0,null,0,0,0,0,1281528645525,1281528645,0,0,-1281528645,0,0
photo opportunity,1,sys,10,null,1281528660377,0,0,-1281528660,0,0,0,0,0,-1281528660,0
annotate,2,user,0,null,0,0,0,0,1281528954084,1281528954,0,0,-1281528954,0,0
annotate,2,user,0,null,0,0,0,0,1281528985693,1281528985,0,0,-1281528985,0,0
Q-Zone,2,sys,7,null,1281529051253,14,1281533830233,4778,1281533839245,9,0,0,-1281533839,-1281529051,0
photo,1,user,0,null,0,0,0,0,1281529152023,1281529152,0,0,-1281529152,0,0
photo,1,user,0,null,0,0,0,0,1281529285808,1281529285,0,0,-1281529285,0,0
newImages,4,sys,0,null,1281529331764,0,0,-1281529331,0,0,0,0,0,-1281529331,0
newImages,4,sys,0,null,1281529344959,0,0,-1281529344,0,0,0,0,0,-1281529344,0
photo,1,user,0,null,0,0,0,0,1281529418189,1281529418,0,0,-1281529418,0,0
photo,1,user,0,null,0,0,0,0,1281529429783,1281529429,0,0,-1281529429,0,0
newImages,4,sys,0,null,1281529444454,0,0,-1281529444,0,0,0,0,0,-1281529444,0
photo,1,user,0,null,0,0,0,0,1281529503546,1281529503,0,0,-1281529503,0,0
photo,1,user,0,null,0,0,0,0,1281529519435,1281529519,0,0,-1281529519,0,0
photo,1,user,0,null,0,0,0,0,1281529595722,1281529595,0,0,-1281529595,0,0
photo,1,user,0,null,0,0,0,0,1281529799076,1281529799,0,0,-1281529799,0,0
newImages,4,sys,0,null,1281529804537,0,1281531871794,2067,0,-1281531871,0,0,0,-1281529804,0
newImages,4,sys,0,null,1281531944235,0,0,-1281531944,0,0,0,0,0,-1281531944,0
photo,1,user,0,null,0,0,0,0,1281532794357,1281532794,0,0,-1281532794,0,0
annotate,2,user,0,null,0,0,0,0,1281532835753,1281532835,0,0,-1281532835,0,0
newImages,4,sys,0,null,1281532841108,0,1281533278249,437,0,-1281533278,0,0,0,-1281532841,0
annotate,2,user,0,null,0,0,0,0,1281533289790,1281533289,0,0,-1281533289,0,0
annotate,2,user,0,null,0,0,0,0,1281533315127,1281533315,0,1281533458659,143,1281533458,0
newImages,4,sys,0,null,1281533480945,0,1281533485874,4,0,-1281533485,0,0,0,-1281533480,0
photo,1,user,0,null,0,0,0,0,1281533729131,1281533729,0,0,-1281533729,0,0
photo,1,user,0,null,0,0,0,0,1281533744785,1281533744,0,0,-1281533744,0,0
annotate,2,user,0,null,0,0,0,0,1281533753488,1281533753,0,0,-1281533753,0,0
photo_story,3,user,0,null,0,0,0,0,1281533918729,1281533918,0,0,-1281533918,0,0
annotate,2,user,0,null,0,0,0,0,1281533965855,1281533965,0,0,-1281533965,0,0
annotate,2,user,0,null,0,0,0,0,1281534017139,1281534017,0,0,-1281534017,0,0
annotate,2,user,0,null,0,0,0,0,1281534189595,1281534189,0,0,-1281534189,0,0
annotate,2,user,0,null,0,0,0,0,1281534223463,1281534223,0,1281534447578,224,1281534447,0
photo_story,3,user,0,null,0,0,0,0,1281534464820,1281534464,0,1281534546117,81,1281534546,0
newImages,4,sys,0,null,1281534493361,0,0,-1281534493,0,0,0,0,0,-1281534493,0
photo,1,user,0,null,0,0,0,0,1281534586899,1281534586,0,0,-1281534586,0,0
annotate,2,user,0,null,0,0,0,0,1281534660577,1281534660,0,0,-1281534660,0,0
annotate,2,user,0,null,0,0,0,0,1281534661135,1281534661,0,0,-1281534661,0,0
newImages,4,sys,0,null,1281534662445,0,0,-1281534662,0,0,0,0,0,-1281534662,0
annotate,2,user,0,null,0,0,0,0,1281534690723,1281534690,0,0,-1281534690,0,0
annotate,2,user,0,null,0,0,0,0,1281534708969,1281534708,0,0,-1281534708,0,0
annotate,2,user,0,null,0,0,0,0,1281534715886,1281534715,0,0,-1281534715,0,0
annotate,2,user,0,null,0,0,0,0,1281534740496,1281534740,0,0,-1281534740,0,0
annotate,2,user,0,null,0,0,0,0,1281534816044,1281534816,0,0,-1281534816,0,0
annotate,2,user,0,null,0,0,0,0,1281534822154,1281534822,0,0,-1281534822,0,0
annotate,2,user,0,null,0,0,0,0,1281534822766,1281534822,0,0,-1281534822,0,0
photo,1,user,0,null,0,0,0,0,1281534827345,1281534827,0,0,-1281534827,0,0
photo,1,user,0,null,0,0,0,0,1281534862864,1281534862,0,0,-1281534862,0,0
newImages,4,sys,0,null,1281534867474,0,0,-1281534867,0,0,0,0,0,-1281534867,0
newImages,4,sys,0,null,1281534903960,0,1281534937900,33,0,-1281534937,0,0,0,-1281534903,0
annotate,2,user,0,null,0,0,0,0,1281535180024,1281535180,0,0,-1281535180,0,0
annotate,2,user,0,null,0,0,0,0,1281535289125,1281535289,0,1281535404564,115,1281535404,0
newImages,4,sys,0,null,1281535425749,0,1281535435279,9,0,-1281535435,0,0,0,-1281535425,0
annotate,2,user,0,null,0,0,0,0,1281535475686,1281535475,0,0,-1281535475,0,0
annotate,2,user,0,null,0,0,0,0,1281535517242,1281535517,0,0,-1281535517,0,0
annotate,2,user,0,null,0,0,0,0,1281535538007,1281535538,0,1281535780132,242,1281535780,0
newImages,4,sys,0,null,1281535787799,0,1281535803890,16,0,-1281535803,0,0,0,-1281535787,0
photo,1,user,0,null,0,0,0,0,1281537898790,1281537898,0,0,-1281537898,0,0
photo,1,user,0,null,0,0,0,0,1281537927357,1281537927,0,0,-1281537927,0,0
newImages,4,sys,0,null,1281537934237,0,0,-1281537934,0,0,0,0,0,-1281537934,0
newImages,4,sys,0,null,1281537948443,0,0,-1281537948,0,0,0,0,0,-1281537948,0
photo,1,user,0,null,0,0,0,0,1281537952520,1281537952,0,0,-1281537952,0,0
newImages,4,sys,0,null,1281538085950,0,1281538651208,565,0,-1281538651,0,0,0,-1281538085,0
annotate,2,user,0,null,0,0,0,0,1281538735291,1281538735,0,0,-1281538735,0,0
newImages,4,sys,0,null,1281538944656,0,1281538949236,4,0,-1281538949,0,0,0,-1281538944,0
photo,1,user,0,null,0,0,0,0,1281538995301,1281538995,0,0,-1281538995,0,0
annotate,2,user,0,null,0,0,0,0,1281538999978,1281538999,0,0,-1281538999,0,0
annotate,2,user,0,null,0,0,0,0,1281539023069,1281539023,0,1281539065123,42,1281539065,0
annotate,2,user,0,null,0,0,0,0,1281539067415,1281539067,0,0,-1281539067,0,0
annotate,2,user,0,null,0,0,0,0,1281539094063,1281539094,0,0,-1281539094,0,0
annotate,2,user,0,null,0,0,0,0,1281539266108,1281539266,0,0,-1281539266,0,0
newImages,4,sys,0,null,1281539295808,0,1281540056733,760,0,-1281540056,0,0,0,-1281539295,0
annotate,2,user,0,null,0,0,0,0,1281539322590,1281539322,0,0,-1281539322,0,0
annotate,2,user,0,null,0,0,0,0,1281539323341,1281539323,0,1281539502798,179,1281539502,0
annotate,2,user,0,null,0,0,0,0,1281539506427,1281539506,0,0,-1281539506,0,0
annotate,2,user,0,null,0,0,0,0,1281539713609,1281539713,0,1281539842465,128,1281539842,0
lunch/break,3,sys,48,null,1281539713623,0,0,-1281539713,0,0,0,0,0,-1281539713,0
photo_story,3,user,0,null,0,0,0,0,1281539860852,1281539860,0,1281540026444,165,1281540026,0
