taskType,taskId,init,gpsTagId,notificationType,notificationTs,reminderCount,notficationAcceptTs,acceptanceTime,taskAcceptTs,taskAcceptTime,taskComp,taskCompTs,taskCompTime,responseTime,receptRating 
photo,1,user,0,null,0,0,0,0,1282213288867,1282213288,0,0,-1282213288,0,0
end of ride,1,sys,11,null,1282215153239,0,1282215177922,24,1282215179369,1,0,1282215187695,8,34,4
newImages,4,sys,0,null,1282215246090,0,0,-1282215246,0,0,0,0,0,-1282215246,0
newImages,4,sys,0,null,1282215246722,0,1282215257999,11,0,-1282215257,0,0,0,-1282215246,0
newImages,4,sys,0,null,1282215370421,0,1282215382099,11,0,-1282215382,0,0,0,-1282215370,0
photo,1,user,0,null,0,0,0,0,1282215742911,1282215742,0,0,-1282215742,0,0
photo,1,user,0,null,0,0,0,0,1282215763411,1282215763,0,0,-1282215763,0,0
newImages,4,sys,0,null,1282215804284,0,0,-1282215804,0,0,0,0,0,-1282215804,0
newImages,4,sys,0,null,1282215894622,0,1282215912252,17,0,-1282215912,0,0,0,-1282215894,0
newImages,4,sys,0,null,1282216092183,0,1282216127642,35,0,-1282216127,0,0,0,-1282216092,0
newImages,4,sys,0,null,1282216336721,0,1282216366991,30,0,-1282216366,0,0,0,-1282216336,0
newImages,4,sys,0,null,1282216523139,0,1282216530565,7,0,-1282216530,0,0,0,-1282216523,0
newImages,4,sys,0,null,1282216696969,0,0,-1282216696,0,0,0,0,0,-1282216696,0
newImages,4,sys,0,null,1282216759243,0,1282217201707,442,0,-1282217201,0,0,0,-1282216759,0
newImages,4,sys,0,null,1282217244911,0,0,-1282217244,0,0,0,0,0,-1282217244,0
newImages,4,sys,0,null,1282217291577,0,1282217342029,50,0,-1282217342,0,0,0,-1282217291,0
newImages,4,sys,0,null,1282217667139,0,1282217739161,72,0,-1282217739,0,0,0,-1282217667,0
annotate,2,user,0,null,0,0,0,0,1282217690069,1282217690,0,0,-1282217690,0,0
newImages,4,sys,0,null,1282218498801,0,1282218511096,12,0,-1282218511,0,0,0,-1282218498,0
newImages,4,sys,0,null,1282218705887,0,0,-1282218705,0,0,0,0,0,-1282218705,0
photo opportunity,1,sys,15,null,1282218909103,0,1282219862255,953,1282219869570,7,0,1282219878201,8,969,4
newImages,4,sys,0,null,1282219006853,0,0,-1282219006,0,0,0,0,0,-1282219006,0
newImages,4,sys,0,null,1282219032662,0,0,-1282219032,0,0,0,0,0,-1282219032,0
newImages,4,sys,0,null,1282219066242,0,0,-1282219066,0,0,0,0,0,-1282219066,0
newImages,4,sys,0,null,1282219125056,0,0,-1282219125,0,0,0,0,0,-1282219125,0
newImages,4,sys,0,null,1282219151637,0,0,-1282219151,0,0,0,0,0,-1282219151,0
newImages,4,sys,0,null,1282219211678,0,0,-1282219211,0,0,0,0,0,-1282219211,0
newImages,4,sys,0,null,1282219631704,0,1282219652832,21,0,-1282219652,0,0,0,-1282219631,0
newImages,4,sys,0,null,1282219848151,0,1282219888701,40,0,-1282219888,0,0,0,-1282219848,0
newImages,4,sys,0,null,1282219967729,0,1282220357194,389,0,-1282220357,0,0,0,-1282219967,0
photo opportunity,1,sys,14,null,1282220041176,0,1282220266266,225,1282220273885,7,0,1282220285214,11,244,3
photo,1,user,0,null,0,0,0,0,1282220374247,1282220374,0,0,-1282220374,0,0
newImages,4,sys,0,null,1282220473093,0,1282220481558,8,0,-1282220481,0,0,0,-1282220473,0
photo_story,3,user,0,null,0,0,0,0,1282220498913,1282220498,0,0,-1282220498,0,0
newImages,4,sys,0,null,1282220565034,0,0,-1282220565,0,0,0,0,0,-1282220565,0
photo_story,3,user,0,null,0,0,0,0,1282220575142,1282220575,0,1282220720989,145,1282220720,0
newImages,4,sys,0,null,1282220591058,0,0,-1282220591,0,0,0,0,0,-1282220591,0
newImages,4,sys,0,null,1282220624179,0,1282220642790,18,0,-1282220642,0,0,0,-1282220624,0
newImages,4,sys,0,null,1282220805130,0,0,-1282220805,0,0,0,0,0,-1282220805,0
lunch/break,3,sys,49,null,1282220894316,0,1282223362217,2467,1282223363720,1,0,0,-1282223363,-1282220894,0
newImages,4,sys,0,null,1282221106991,0,0,-1282221106,0,0,0,0,0,-1282221106,0
Q-Zone,2,sys,56,null,1282221131138,1,1282221176667,45,1282221179889,3,0,1282221281215,101,150,3
newImages,4,sys,0,null,1282221286519,0,1282221297831,11,0,-1282221297,0,0,0,-1282221286,0
newImages,4,sys,0,null,1282221312172,0,1282221314762,2,0,-1282221314,0,0,0,-1282221312,0
newImages,4,sys,0,null,1282221348386,0,1282221361217,12,0,-1282221361,0,0,0,-1282221348,0
newImages,4,sys,0,null,1282221497836,0,0,-1282221497,0,0,0,0,0,-1282221497,0
newImages,4,sys,0,null,1282221529929,0,0,-1282221529,0,0,0,0,0,-1282221529,0
newImages,4,sys,0,null,1282221557970,0,1282221567403,9,0,-1282221567,0,0,0,-1282221557,0
newImages,4,sys,0,null,1282221569811,0,0,-1282221569,0,0,0,0,0,-1282221569,0
photo,1,user,0,null,0,0,0,0,1282221578319,1282221578,0,0,-1282221578,0,0
newImages,4,sys,0,null,1282221592012,0,0,-1282221592,0,0,0,0,0,-1282221592,0
newImages,4,sys,0,null,1282221613021,0,0,-1282221613,0,0,0,0,0,-1282221613,0
newImages,4,sys,0,null,1282221628241,0,1282221649481,21,0,-1282221649,0,0,0,-1282221628,0
newImages,4,sys,0,null,1282221671191,0,0,-1282221671,0,0,0,0,0,-1282221671,0
newImages,4,sys,0,null,1282221758271,0,0,-1282221758,0,0,0,0,0,-1282221758,0
newImages,4,sys,0,null,1282222006449,0,0,-1282222006,0,0,0,0,0,-1282222006,0
newImages,4,sys,0,null,1282222065973,0,0,-1282222065,0,0,0,0,0,-1282222065,0
newImages,4,sys,0,null,1282222168203,0,0,-1282222168,0,0,0,0,0,-1282222168,0
newImages,4,sys,0,null,1282222229806,0,0,-1282222229,0,0,0,0,0,-1282222229,0
newImages,4,sys,0,null,1282222451886,0,0,-1282222451,0,0,0,0,0,-1282222451,0
end of ride,1,sys,39,null,1282222798184,0,1282224086653,1288,1282224091825,5,0,0,-1282224091,-1282222798,0
newImages,4,sys,0,null,1282223088346,0,0,-1282223088,0,0,0,0,0,-1282223088,0
newImages,4,sys,0,null,1282223112218,0,0,-1282223112,0,0,0,0,0,-1282223112,0
newImages,4,sys,0,null,1282223249154,0,0,-1282223249,0,0,0,0,0,-1282223249,0
newImages,4,sys,0,null,1282223276896,0,0,-1282223276,0,0,0,0,0,-1282223276,0
newImages,4,sys,0,null,1282223351757,0,1282223404700,52,0,-1282223404,0,0,0,-1282223351,0
photo_story,3,user,0,null,0,0,0,0,1282223505329,1282223505,0,1282223573361,68,1282223573,0
newImages,4,sys,0,null,1282223806059,0,0,-1282223806,0,0,0,0,0,-1282223806,0
newImages,4,sys,0,null,1282223832392,0,0,-1282223832,0,0,0,0,0,-1282223832,0
newImages,4,sys,0,null,1282223911122,0,0,-1282223911,0,0,0,0,0,-1282223911,0
newImages,4,sys,0,null,1282223968403,0,1282223980421,12,0,-1282223980,0,0,0,-1282223968,0
photo,1,user,0,null,0,0,0,0,1282224053248,1282224053,0,0,-1282224053,0,0
newImages,4,sys,0,null,1282224073141,0,0,-1282224073,0,0,0,0,0,-1282224073,0
newImages,4,sys,0,null,1282224073764,0,1282224079519,5,0,-1282224079,0,0,0,-1282224073,0
newImages,4,sys,0,null,1282224088925,0,1282224125255,36,0,-1282224125,0,0,0,-1282224088,0
newImages,4,sys,0,null,1282224132211,0,0,-1282224132,0,0,0,0,0,-1282224132,0
newImages,4,sys,0,null,1282224147186,0,0,-1282224147,0,0,0,0,0,-1282224147,0
newImages,4,sys,0,null,1282224166103,0,0,-1282224166,0,0,0,0,0,-1282224166,0
newImages,4,sys,0,null,1282224251798,0,0,-1282224251,0,0,0,0,0,-1282224251,0
newImages,4,sys,0,null,1282224328466,0,1282225611438,1282,0,-1282225611,0,0,0,-1282224328,0
photo_story,3,user,0,null,0,0,0,0,1282226432364,1282226432,0,0,-1282226432,0,0
newImages,4,sys,0,null,1282226491765,0,1282226667434,175,0,-1282226667,0,0,0,-1282226491,0
photo_story,3,user,0,null,0,0,0,0,1282226521845,1282226521,0,1282226640626,118,1282226640,0
