taskType,taskId,init,gpsTagId,notificationType,notificationTs,reminderCount,notficationAcceptTs,acceptanceTime,taskAcceptTs,taskAcceptTime,taskComp,taskCompTs,taskCompTime,responseTime,receptRating 
newImages,4,sys,0,null,1282210168490,0,0,-1282210168,0,0,0,0,0,-1282210168,0
newImages,4,sys,0,null,1282210468566,0,0,-1282210468,0,0,0,0,0,-1282210468,0
newImages,4,sys,0,null,1282210532199,0,0,-1282210532,0,0,0,0,0,-1282210532,0
photo opportunity,1,sys,10,null,1282210554127,0,1282210778290,224,0,-1282210778,0,0,0,-1282210554,0
newImages,4,sys,0,null,1282210588585,0,0,-1282210588,0,0,0,0,0,-1282210588,0
newImages,4,sys,0,null,1282210664619,0,1282210788014,123,0,-1282210788,0,0,0,-1282210664,0
photo,1,user,0,null,0,0,0,0,1282210946889,1282210946,0,0,-1282210946,0,0
photo,1,user,0,null,0,0,0,0,1282210966213,1282210966,0,0,-1282210966,0,0
Q-Zone,2,sys,13,null,1282211520215,16,0,-1282211520,0,0,0,0,0,-1282211520,0
newImages,4,sys,0,null,1282211698890,0,1282211713217,14,0,-1282211713,0,0,0,-1282211698,0
annotate,2,user,0,null,0,0,0,0,1282212647554,1282212647,0,0,-1282212647,0,0
Q-Zone,2,sys,13,null,1282212820363,9,1282213109047,288,1282213110175,1,0,1282213300282,190,479,4
photo,1,user,0,null,0,0,0,0,1282213754945,1282213754,0,0,-1282213754,0,0
photo,1,user,0,null,0,0,0,0,1282213799859,1282213799,0,0,-1282213799,0,0
photo,1,user,0,null,0,0,0,0,1282213831515,1282213831,0,0,-1282213831,0,0
photo,1,user,0,null,0,0,0,0,1282215784703,1282215784,0,0,-1282215784,0,0
photo,1,user,0,null,0,0,0,0,1282215821065,1282215821,0,0,-1282215821,0,0
newImages,4,sys,0,null,1282215823424,0,1282215880789,57,0,-1282215880,0,0,0,-1282215823,0
newImages,4,sys,0,null,1282216116600,0,1282216165083,48,0,-1282216165,0,0,0,-1282216116,0
newImages,4,sys,0,null,1282216358883,0,1282216714844,355,0,-1282216714,0,0,0,-1282216358,0
photo,1,user,0,null,0,0,0,0,1282216400402,1282216400,0,0,-1282216400,0,0
photo,1,user,0,null,0,0,0,0,1282216487819,1282216487,0,0,-1282216487,0,0
newImages,4,sys,0,null,1282216726514,0,0,-1282216726,0,0,0,0,0,-1282216726,0
newImages,4,sys,0,null,1282216778322,0,1282217103818,325,0,-1282217103,0,0,0,-1282216778,0
photo,1,user,0,null,0,0,0,0,1282217162834,1282217162,0,0,-1282217162,0,0
photo,1,user,0,null,0,0,0,0,1282217186994,1282217186,0,0,-1282217186,0,0
photo,1,user,0,null,0,0,0,0,1282217212763,1282217212,0,0,-1282217212,0,0
newImages,4,sys,0,null,1282217316023,0,1282217330517,14,0,-1282217330,0,0,0,-1282217316,0
photo,1,user,0,null,0,0,0,0,1282217321108,1282217321,0,0,-1282217321,0,0
annotate,2,user,0,null,0,0,0,0,1282217357746,1282217357,0,0,-1282217357,0,0
annotate,2,user,0,null,0,0,0,0,1282217383505,1282217383,0,1282217493497,109,1282217493,0
newImages,4,sys,0,null,1282217560394,0,1282217567085,6,0,-1282217567,0,0,0,-1282217560,0
photo,1,user,0,null,0,0,0,0,1282217599375,1282217599,0,0,-1282217599,0,0
newImages,4,sys,0,null,1282217623424,0,0,-1282217623,0,0,0,0,0,-1282217623,0
newImages,4,sys,0,null,1282217686932,0,1282217750209,63,0,-1282217750,0,0,0,-1282217686,0
newImages,4,sys,0,null,1282217797137,0,0,-1282217797,0,0,0,0,0,-1282217797,0
newImages,4,sys,0,null,1282217915886,0,1282218077542,161,0,-1282218077,0,0,0,-1282217915,0
photo,1,user,0,null,0,0,0,0,1282218177511,1282218177,0,0,-1282218177,0,0
newImages,4,sys,0,null,1282218336093,0,0,-1282218336,0,0,0,0,0,-1282218336,0
newImages,4,sys,0,null,1282218517809,0,1282218618993,101,0,-1282218618,0,0,0,-1282218517,0
lunch/break,3,sys,6,null,1282218600587,0,1282220703380,2102,1282220706508,3,0,0,-1282220706,-1282218600,0
newImages,4,sys,0,null,1282218757897,0,0,-1282218757,0,0,0,0,0,-1282218757,0
photo opportunity,1,sys,15,null,1282218925125,0,0,-1282218925,0,0,0,0,0,-1282218925,0
photo,1,user,0,null,0,0,0,0,1282218975572,1282218975,0,0,-1282218975,0,0
photo,1,user,0,null,0,0,0,0,1282218994684,1282218994,0,0,-1282218994,0,0
photo,1,user,0,null,0,0,0,0,1282219014316,1282219014,0,0,-1282219014,0,0
newImages,4,sys,0,null,1282219179595,0,0,-1282219179,0,0,0,0,0,-1282219179,0
newImages,4,sys,0,null,1282219237342,0,0,-1282219237,0,0,0,0,0,-1282219237,0
newImages,4,sys,0,null,1282219657377,0,0,-1282219657,0,0,0,0,0,-1282219657,0
newImages,4,sys,0,null,1282219837673,0,0,-1282219837,0,0,0,0,0,-1282219837,0
newImages,4,sys,0,null,1282219897785,0,0,-1282219897,0,0,0,0,0,-1282219897,0
newImages,4,sys,0,null,1282219963534,0,1282220111704,148,0,-1282220111,0,0,0,-1282219963,0
photo opportunity,1,sys,14,null,1282220052175,0,1282220284368,232,0,-1282220284,0,0,0,-1282220052,0
newImages,4,sys,0,null,1282220319653,0,1282220332258,12,0,-1282220332,0,0,0,-1282220319,0
newImages,4,sys,0,null,1282220498639,0,1282220558182,59,0,-1282220558,0,0,0,-1282220498,0
photo_story,3,user,0,null,0,0,0,0,1282220585024,1282220585,0,0,-1282220585,0,0
newImages,4,sys,0,null,1282220621660,0,1282220694052,72,0,-1282220694,0,0,0,-1282220621,0
newImages,4,sys,0,null,1282220857233,0,1282221101522,244,0,-1282221101,0,0,0,-1282220857,0
photo,1,user,0,null,0,0,0,0,1282221068632,1282221068,0,0,-1282221068,0,0
Q-Zone,2,sys,56,null,1282221156949,2,1282221220650,63,1282221357324,136,0,0,-1282221357,-1282221156,0
newImages,4,sys,0,null,1282221357266,0,0,-1282221357,0,0,0,0,0,-1282221357,0
newImages,4,sys,0,null,1282221396562,0,1282221507887,111,0,-1282221507,0,0,0,-1282221396,0
annotate,2,user,0,null,0,0,0,0,1282221444761,1282221444,0,0,-1282221444,0,0
photo,1,user,0,null,0,0,0,0,1282221451603,1282221451,0,0,-1282221451,0,0
photo,1,user,0,null,0,0,0,0,1282221533524,1282221533,0,0,-1282221533,0,0
newImages,4,sys,0,null,1282221539428,0,0,-1282221539,0,0,0,0,0,-1282221539,0
newImages,4,sys,0,null,1282221554036,0,0,-1282221554,0,0,0,0,0,-1282221554,0
photo,1,user,0,null,0,0,0,0,1282221554378,1282221554,0,0,-1282221554,0,0
photo,1,user,0,null,0,0,0,0,1282221566171,1282221566,0,0,-1282221566,0,0
newImages,4,sys,0,null,1282221574505,0,0,-1282221574,0,0,0,0,0,-1282221574,0
annotate,2,user,0,null,0,0,0,0,1282221578542,1282221578,0,0,-1282221578,0,0
annotate,2,user,0,null,0,0,0,0,1282221578977,1282221578,0,0,-1282221578,0,0
newImages,4,sys,0,null,1282221584741,0,0,-1282221584,0,0,0,0,0,-1282221584,0
newImages,4,sys,0,null,1282221602610,0,0,-1282221602,0,0,0,0,0,-1282221602,0
newImages,4,sys,0,null,1282221640002,0,1282221688478,48,0,-1282221688,0,0,0,-1282221640,0
photo,1,user,0,null,0,0,0,0,1282221642311,1282221642,0,0,-1282221642,0,0
newImages,4,sys,0,null,1282221768200,0,0,-1282221768,0,0,0,0,0,-1282221768,0
newImages,4,sys,0,null,1282221785625,0,1282221885413,99,0,-1282221885,0,0,0,-1282221785,0
newImages,4,sys,0,null,1282222018332,0,1282222034814,16,0,-1282222034,0,0,0,-1282222018,0
annotate,2,user,0,null,0,0,0,0,1282222051739,1282222051,0,1282222164245,112,1282222164,0
newImages,4,sys,0,null,1282222077874,0,1282222174543,96,0,-1282222174,0,0,0,-1282222077,0
newImages,4,sys,0,null,1282222247700,0,1282222307419,59,0,-1282222307,0,0,0,-1282222247,0
annotate,2,user,0,null,0,0,0,0,1282222358850,1282222358,0,1282222441246,82,1282222441,0
photo_story,3,user,0,null,0,0,0,0,1282222450421,1282222450,0,0,-1282222450,0,0
end of ride,1,sys,39,null,1282222674033,0,0,-1282222674,0,0,0,0,0,-1282222674,0
newImages,4,sys,0,null,1282223089335,0,0,-1282223089,0,0,0,0,0,-1282223089,0
newImages,4,sys,0,null,1282223121423,0,0,-1282223121,0,0,0,0,0,-1282223121,0
newImages,4,sys,0,null,1282223281487,0,0,-1282223281,0,0,0,0,0,-1282223281,0
newImages,4,sys,0,null,1282223377774,0,1282223395125,17,0,-1282223395,0,0,0,-1282223377,0
newImages,4,sys,0,null,1282223422227,0,0,-1282223422,0,0,0,0,0,-1282223422,0
newImages,4,sys,0,null,1282223818057,0,0,-1282223818,0,0,0,0,0,-1282223818,0
newImages,4,sys,0,null,1282223840985,0,0,-1282223840,0,0,0,0,0,-1282223840,0
photo_story,3,user,0,null,0,0,0,0,1282223895659,1282223895,0,0,-1282223895,0,0
newImages,4,sys,0,null,1282223917894,0,0,-1282223917,0,0,0,0,0,-1282223917,0
newImages,4,sys,0,null,1282223977667,0,0,-1282223977,0,0,0,0,0,-1282223977,0
newImages,4,sys,0,null,1282224081470,0,0,-1282224081,0,0,0,0,0,-1282224081,0
newImages,4,sys,0,null,1282224099750,0,0,-1282224099,0,0,0,0,0,-1282224099,0
newImages,4,sys,0,null,1282224143247,0,0,-1282224143,0,0,0,0,0,-1282224143,0
newImages,4,sys,0,null,1282224157422,0,0,-1282224157,0,0,0,0,0,-1282224157,0
newImages,4,sys,0,null,1282224177569,0,0,-1282224177,0,0,0,0,0,-1282224177,0
photo_story,3,user,0,null,0,0,0,0,1282224209587,1282224209,0,0,-1282224209,0,0
newImages,4,sys,0,null,1282224259000,0,1282224274062,15,0,-1282224274,0,0,0,-1282224259,0
newImages,4,sys,0,null,1282224344727,0,1282226273493,1928,0,-1282226273,0,0,0,-1282224344,0
photo opportunity,1,sys,38,null,1282225868445,0,0,-1282225868,0,0,0,0,0,-1282225868,0
photo_story,3,user,0,null,0,0,0,0,1282226323844,1282226323,0,0,-1282226323,0,0
newImages,4,sys,0,null,1282226480193,0,1282226486805,6,0,-1282226486,0,0,0,-1282226480,0
photo,1,user,0,null,0,0,0,0,1282226832446,1282226832,0,0,-1282226832,0,0
annotate,2,user,0,null,0,0,0,0,1282226875298,1282226875,0,0,-1282226875,0,0
