taskType,taskId,init,gpsTagId,notificationType,notificationTs,reminderCount,notficationAcceptTs,acceptanceTime,taskAcceptTs,taskAcceptTime,taskComp,taskCompTs,taskCompTime,responseTime,receptRating 
newImages,4,sys,0,null,1281439743172,0,0,-1281439743,0,0,0,0,0,-1281439743,0
photo opportunity,1,sys,59,null,1281439897104,0,1281439988236,91,1281439990552,2,0,1281440015654,25,118,4
photo,1,user,0,null,0,0,0,0,1281439917141,1281439917,0,0,-1281439917,0,0
newImages,4,sys,0,null,1281440042304,0,0,-1281440042,0,0,0,0,0,-1281440042,0
annotate,2,user,0,null,0,0,0,0,1281440053908,1281440053,0,1281440098784,44,1281440098,0
newImages,4,sys,0,null,1281440106990,0,0,-1281440106,0,0,0,0,0,-1281440106,0
newImages,4,sys,0,null,1281440107735,0,0,-1281440107,0,0,0,0,0,-1281440107,0
newImages,4,sys,0,null,1281440166393,0,1281441315922,1149,0,-1281441315,0,0,0,-1281440166,0
Q-Zone,2,sys,22,null,1281440396197,2,1281440464675,68,1281440468979,4,0,1281440542432,73,146,4
photo,1,user,0,null,0,0,0,0,1281440942176,1281440942,0,0,-1281440942,0,0
photo,1,user,0,null,0,0,0,0,1281441035751,1281441035,0,0,-1281441035,0,0
photo,1,user,0,null,0,0,0,0,1281441646504,1281441646,0,0,-1281441646,0,0
photo,1,user,0,null,0,0,0,0,1281442443301,1281442443,0,0,-1281442443,0,0
photo,1,user,0,null,0,0,0,0,1281442579659,1281442579,0,0,-1281442579,0,0
photo opportunity,1,sys,23,null,1281445624633,0,1281446063969,439,1281446067773,3,0,1281446120423,52,495,3
Q-Zone,2,sys,58,null,1281445963204,80,0,-1281445963,0,0,0,0,0,-1281445963,0
newImages,4,sys,0,null,1281446134547,0,1281446140998,6,0,-1281446140,0,0,0,-1281446134,0
annotate,2,user,0,null,0,0,0,0,1281446160094,1281446160,0,1281446201674,41,1281446201,0
newImages,4,sys,0,null,1281446203348,0,0,-1281446203,0,0,0,0,0,-1281446203,0
newImages,4,sys,0,null,1281446214977,0,0,-1281446214,0,0,0,0,0,-1281446214,0
annotate,2,user,0,null,0,0,0,0,1281446217616,1281446217,0,0,-1281446217,0,0
annotate,2,user,0,null,0,0,0,0,1281446259741,1281446259,0,1281446292088,32,1281446292,0
newImages,4,sys,0,null,1281446260898,0,0,-1281446260,0,0,0,0,0,-1281446260,0
newImages,4,sys,0,null,1281446309555,0,0,-1281446309,0,0,0,0,0,-1281446309,0
newImages,4,sys,0,null,1281446315278,0,1281446396690,81,0,-1281446396,0,0,0,-1281446315,0
photo,1,user,0,null,0,0,0,0,1281446460907,1281446460,0,0,-1281446460,0,0
newImages,4,sys,0,null,1281446561456,0,0,-1281446561,0,0,0,0,0,-1281446561,0
photo,1,user,0,null,0,0,0,0,1281446605722,1281446605,0,0,-1281446605,0,0
photo,1,user,0,null,0,0,0,0,1281446643905,1281446643,0,0,-1281446643,0,0
photo,1,user,0,null,0,0,0,0,1281446713642,1281446713,0,0,-1281446713,0,0
newImages,4,sys,0,null,1281447048623,0,0,-1281447048,0,0,0,0,0,-1281447048,0
newImages,4,sys,0,null,1281447773280,0,1281447785683,12,0,-1281447785,0,0,0,-1281447773,0
annotate,2,user,0,null,0,0,0,0,1281448060551,1281448060,0,0,-1281448060,0,0
newImages,4,sys,0,null,1281449307058,0,0,-1281449307,0,0,0,0,0,-1281449307,0
photo opportunity,1,sys,55,null,1281449360610,0,1281449737574,376,1281449739822,2,0,1281449768607,28,407,0
photo,1,user,0,null,0,0,0,0,1281449376435,1281449376,0,0,-1281449376,0,0
annotate,2,user,0,null,0,0,0,0,1281449485274,1281449485,0,0,-1281449485,0,0
newImages,4,sys,0,null,1281449486174,0,0,-1281449486,0,0,0,0,0,-1281449486,0
annotate,2,user,0,null,0,0,0,0,1281449575912,1281449575,0,1281449675753,99,1281449675,0
newImages,4,sys,0,null,1281449643567,0,0,-1281449643,0,0,0,0,0,-1281449643,0
newImages,4,sys,0,null,1281449678404,0,0,-1281449678,0,0,0,0,0,-1281449678,0
newImages,4,sys,0,null,1281449722187,0,0,-1281449722,0,0,0,0,0,-1281449722,0
newImages,4,sys,0,null,1281449893821,0,0,-1281449893,0,0,0,0,0,-1281449893,0
newImages,4,sys,0,null,1281450027011,0,0,-1281450027,0,0,0,0,0,-1281450027,0
newImages,4,sys,0,null,1281450123403,0,0,-1281450123,0,0,0,0,0,-1281450123,0
lunch/break,3,sys,50,null,1281450139685,0,1281452449926,2310,1281452454650,4,0,0,-1281452454,-1281450139,0
newImages,4,sys,0,null,1281450299510,0,0,-1281450299,0,0,0,0,0,-1281450299,0
newImages,4,sys,0,null,1281450363887,0,0,-1281450363,0,0,0,0,0,-1281450363,0
newImages,4,sys,0,null,1281450383706,0,0,-1281450383,0,0,0,0,0,-1281450383,0
newImages,4,sys,0,null,1281450483839,0,0,-1281450483,0,0,0,0,0,-1281450483,0
newImages,4,sys,0,null,1281450544720,0,0,-1281450544,0,0,0,0,0,-1281450544,0
newImages,4,sys,0,null,1281450669536,0,0,-1281450669,0,0,0,0,0,-1281450669,0
newImages,4,sys,0,null,1281450685780,0,0,-1281450685,0,0,0,0,0,-1281450685,0
newImages,4,sys,0,null,1281450923256,0,0,-1281450923,0,0,0,0,0,-1281450923,0
newImages,4,sys,0,null,1281450960788,0,0,-1281450960,0,0,0,0,0,-1281450960,0
newImages,4,sys,0,null,1281451021580,0,0,-1281451021,0,0,0,0,0,-1281451021,0
newImages,4,sys,0,null,1281451042680,0,0,-1281451042,0,0,0,0,0,-1281451042,0
newImages,4,sys,0,null,1281451085824,0,0,-1281451085,0,0,0,0,0,-1281451085,0
newImages,4,sys,0,null,1281451201989,0,0,-1281451201,0,0,0,0,0,-1281451201,0
newImages,4,sys,0,null,1281451224772,0,0,-1281451224,0,0,0,0,0,-1281451224,0
end of ride,1,sys,39,null,1281451302660,0,0,-1281451302,0,0,0,0,0,-1281451302,0
newImages,4,sys,0,null,1281451406908,0,0,-1281451406,0,0,0,0,0,-1281451406,0
newImages,4,sys,0,null,1281451441865,0,0,-1281451441,0,0,0,0,0,-1281451441,0
newImages,4,sys,0,null,1281451527340,0,0,-1281451527,0,0,0,0,0,-1281451527,0
newImages,4,sys,0,null,1281451588651,0,0,-1281451588,0,0,0,0,0,-1281451588,0
newImages,4,sys,0,null,1281451826915,0,0,-1281451826,0,0,0,0,0,-1281451826,0
newImages,4,sys,0,null,1281451983529,0,0,-1281451983,0,0,0,0,0,-1281451983,0
newImages,4,sys,0,null,1281452042337,0,0,-1281452042,0,0,0,0,0,-1281452042,0
annotate,2,user,0,null,0,0,0,0,1281452318304,1281452318,0,0,-1281452318,0,0
photo,1,user,0,null,0,0,0,0,1281452420128,1281452420,0,0,-1281452420,0,0
newImages,4,sys,0,null,1281452999576,0,0,-1281452999,0,0,0,0,0,-1281452999,0
newImages,4,sys,0,null,1281453059959,0,0,-1281453059,0,0,0,0,0,-1281453059,0
newImages,4,sys,0,null,1281453382993,0,0,-1281453382,0,0,0,0,0,-1281453382,0
annotate,2,user,0,null,0,0,0,0,1281453975395,1281453975,0,0,-1281453975,0,0
annotate,2,user,0,null,0,0,0,0,1281454306170,1281454306,0,1281454373820,67,1281454373,0
photo_story,3,user,0,null,0,0,0,0,1281454407791,1281454407,0,0,-1281454407,0,0
newImages,4,sys,0,null,1281505593872,0,1281505608240,14,0,-1281505608,0,0,0,-1281505593,0
photo,1,user,0,null,0,0,0,0,1281518866687,1281518866,0,0,-1281518866,0,0
annotate,2,user,0,null,0,0,0,0,1281518950635,1281518950,0,1281519087163,136,1281519087,0
photo,1,user,0,null,0,0,0,0,1281519115397,1281519115,0,0,-1281519115,0,0
newImages,4,sys,0,null,1281519126295,0,0,-1281519126,0,0,0,0,0,-1281519126,0
newImages,4,sys,0,null,1281519156455,0,1281519243557,87,0,-1281519243,0,0,0,-1281519156,0
lunch/break,3,sys,49,null,1281519196622,0,0,-1281519196,0,0,0,0,0,-1281519196,0
photo,1,user,0,null,0,0,0,0,1281519206419,1281519206,0,0,-1281519206,0,0
photo opportunity,1,sys,47,null,1281520682664,0,1281520705473,22,1281520714049,8,0,1281520724692,10,42,5
photo opportunity,1,sys,1,null,1281520706173,0,1281521409523,703,1281521428967,19,0,1281521443219,14,737,4
photo,1,user,0,null,0,0,0,0,1281520752157,1281520752,0,0,-1281520752,0,0
photo,1,user,0,null,0,0,0,0,1281520769490,1281520769,0,0,-1281520769,0,0
newImages,4,sys,0,null,1281520809660,0,0,-1281520809,0,0,0,0,0,-1281520809,0
Q-Zone,2,sys,3,null,1281520823651,5,1281520990052,166,1281520992195,2,0,0,-1281520992,-1281520823,0
newImages,4,sys,0,null,1281520954244,0,0,-1281520954,0,0,0,0,0,-1281520954,0
newImages,4,sys,0,null,1281521040927,0,0,-1281521040,0,0,0,0,0,-1281521040,0
newImages,4,sys,0,null,1281521072492,0,1281521102393,29,0,-1281521102,0,0,0,-1281521072,0
photo,1,user,0,null,0,0,0,0,1281521091014,1281521091,0,0,-1281521091,0,0
newImages,4,sys,0,null,1281521132843,0,1281521134507,1,0,-1281521134,0,0,0,-1281521132,0
photo,1,user,0,null,0,0,0,0,1281521159882,1281521159,0,0,-1281521159,0,0
newImages,4,sys,0,null,1281521194894,0,1281521218616,23,0,-1281521218,0,0,0,-1281521194,0
photo,1,user,0,null,0,0,0,0,1281521202666,1281521202,0,0,-1281521202,0,0
newImages,4,sys,0,null,1281521221602,0,0,-1281521221,0,0,0,0,0,-1281521221,0
newImages,4,sys,0,null,1281521281128,0,0,-1281521281,0,0,0,0,0,-1281521281,0
newImages,4,sys,0,null,1281521340755,0,0,-1281521340,0,0,0,0,0,-1281521340,0
newImages,4,sys,0,null,1281521371728,0,1281521388728,17,0,-1281521388,0,0,0,-1281521371,0
photo,1,user,0,null,0,0,0,0,1281521379536,1281521379,0,0,-1281521379,0,0
photo,1,user,0,null,0,0,0,0,1281521452179,1281521452,0,0,-1281521452,0,0
newImages,4,sys,0,null,1281521455802,0,1281521475158,19,0,-1281521475,0,0,0,-1281521455,0
newImages,4,sys,0,null,1281521492740,0,0,-1281521492,0,0,0,0,0,-1281521492,0
newImages,4,sys,0,null,1281521519475,0,1281521525285,5,0,-1281521525,0,0,0,-1281521519,0
newImages,4,sys,0,null,1281521641042,0,1281521650328,9,0,-1281521650,0,0,0,-1281521641,0
newImages,4,sys,0,null,1281521790855,0,0,-1281521790,0,0,0,0,0,-1281521790,0
newImages,4,sys,0,null,1281521852133,0,1281522185232,333,0,-1281522185,0,0,0,-1281521852,0
end of ride,1,sys,40,null,1281522241513,0,0,-1281522241,0,0,0,0,0,-1281522241,0
photo,1,user,0,null,0,0,0,0,1281522400676,1281522400,0,0,-1281522400,0,0
newImages,4,sys,0,null,1281522511886,0,1281522521541,9,0,-1281522521,0,0,0,-1281522511,0
newImages,4,sys,0,null,1281522540220,0,0,-1281522540,0,0,0,0,0,-1281522540,0
newImages,4,sys,0,null,1281522660656,0,1281522669807,9,0,-1281522669,0,0,0,-1281522660,0
newImages,4,sys,0,null,1281522751278,0,1281522770453,19,0,-1281522770,0,0,0,-1281522751,0
newImages,4,sys,0,null,1281522811637,0,0,-1281522811,0,0,0,0,0,-1281522811,0
newImages,4,sys,0,null,1281522842084,0,0,-1281522842,0,0,0,0,0,-1281522842,0
newImages,4,sys,0,null,1281522991024,0,1281523009031,18,0,-1281523009,0,0,0,-1281522991,0
newImages,4,sys,0,null,1281523079988,0,1281523159693,79,0,-1281523159,0,0,0,-1281523079,0
annotate,2,user,0,null,0,0,0,0,1281523164756,1281523164,0,1281523334079,169,1281523334,0
newImages,4,sys,0,null,1281523260185,0,0,-1281523260,0,0,0,0,0,-1281523260,0
newImages,4,sys,0,null,1281523292716,0,0,-1281523292,0,0,0,0,0,-1281523292,0
newImages,4,sys,0,null,1281523325214,0,0,-1281523325,0,0,0,0,0,-1281523325,0
newImages,4,sys,0,null,1281523338920,0,0,-1281523338,0,0,0,0,0,-1281523338,0
newImages,4,sys,0,null,1281523354226,0,0,-1281523354,0,0,0,0,0,-1281523354,0
annotate,2,user,0,null,0,0,0,0,1281523379185,1281523379,0,1281523434457,55,1281523434,0
newImages,4,sys,0,null,1281523412282,0,0,-1281523412,0,0,0,0,0,-1281523412,0
newImages,4,sys,0,null,1281523482301,0,0,-1281523482,0,0,0,0,0,-1281523482,0
newImages,4,sys,0,null,1281523499733,0,1281523503522,3,0,-1281523503,0,0,0,-1281523499,0
newImages,4,sys,0,null,1281523533983,0,0,-1281523533,0,0,0,0,0,-1281523533,0
newImages,4,sys,0,null,1281523559913,0,1281523574542,14,0,-1281523574,0,0,0,-1281523559,0
annotate,2,user,0,null,0,0,0,0,1281523619307,1281523619,0,0,-1281523619,0,0
newImages,4,sys,0,null,1281523718832,0,0,-1281523718,0,0,0,0,0,-1281523718,0
newImages,4,sys,0,null,1281523771045,0,0,-1281523771,0,0,0,0,0,-1281523771,0
newImages,4,sys,0,null,1281523894953,0,1281524198978,304,0,-1281524198,0,0,0,-1281523894,0
newImages,4,sys,0,null,1281524256893,0,1281524266197,9,0,-1281524266,0,0,0,-1281524256,0
newImages,4,sys,0,null,1281524280867,0,0,-1281524280,0,0,0,0,0,-1281524280,0
newImages,4,sys,0,null,1281524312374,0,0,-1281524312,0,0,0,0,0,-1281524312,0
newImages,4,sys,0,null,1281524340663,0,0,-1281524340,0,0,0,0,0,-1281524340,0
newImages,4,sys,0,null,1281524617356,0,0,-1281524617,0,0,0,0,0,-1281524617,0
newImages,4,sys,0,null,1281524640992,0,1281524651867,10,0,-1281524651,0,0,0,-1281524640,0
newImages,4,sys,0,null,1281524679212,0,0,-1281524679,0,0,0,0,0,-1281524679,0
newImages,4,sys,0,null,1281524733803,0,1281525042334,308,0,-1281525042,0,0,0,-1281524733,0
photo opportunity,1,sys,10,null,1281524936060,0,1281524955832,19,1281524961690,5,0,0,-1281524961,-1281524936,0
newImages,4,sys,0,null,1281525061733,0,1281525127985,66,0,-1281525127,0,0,0,-1281525061,0
newImages,4,sys,0,null,1281525333646,0,1281525342694,9,0,-1281525342,0,0,0,-1281525333,0
annotate,2,user,0,null,0,0,0,0,1281525598558,1281525598,0,0,-1281525598,0,0
annotate,2,user,0,null,0,0,0,0,1281525854456,1281525854,0,0,-1281525854,0,0
newImages,4,sys,0,null,1281525995088,0,1281526000132,5,0,-1281526000,0,0,0,-1281525995,0
photo,1,user,0,null,0,0,0,0,1281526417698,1281526417,0,0,-1281526417,0,0
newImages,4,sys,0,null,1281527815878,0,1281527837779,21,0,-1281527837,0,0,0,-1281527815,0
newImages,4,sys,0,null,1281528096527,0,1281528994242,897,0,-1281528994,0,0,0,-1281528096,0
newImages,4,sys,0,null,1281529177179,0,1281529191024,13,0,-1281529191,0,0,0,-1281529177,0
newImages,4,sys,0,null,1281529261127,0,0,-1281529261,0,0,0,0,0,-1281529261,0
newImages,4,sys,0,null,1281529300472,0,1281529317422,16,0,-1281529317,0,0,0,-1281529300,0
photo,1,user,0,null,0,0,0,0,1281529338681,1281529338,0,0,-1281529338,0,0
newImages,4,sys,0,null,1281529358198,0,0,-1281529358,0,0,0,0,0,-1281529358,0
photo,1,user,0,null,0,0,0,0,1281529365412,1281529365,0,0,-1281529365,0,0
newImages,4,sys,0,null,1281529382009,0,0,-1281529382,0,0,0,0,0,-1281529382,0
newImages,4,sys,0,null,1281529385967,0,0,-1281529385,0,0,0,0,0,-1281529385,0
photo,1,user,0,null,0,0,0,0,1281529419484,1281529419,0,0,-1281529419,0,0
newImages,4,sys,0,null,1281529427817,0,0,-1281529427,0,0,0,0,0,-1281529427,0
newImages,4,sys,0,null,1281529444279,0,0,-1281529444,0,0,0,0,0,-1281529444,0
newImages,4,sys,0,null,1281529445764,0,0,-1281529445,0,0,0,0,0,-1281529445,0
photo,1,user,0,null,0,0,0,0,1281529457150,1281529457,0,0,-1281529457,0,0
newImages,4,sys,0,null,1281529486173,0,0,-1281529486,0,0,0,0,0,-1281529486,0
newImages,4,sys,0,null,1281529486361,0,0,-1281529486,0,0,0,0,0,-1281529486,0
photo,1,user,0,null,0,0,0,0,1281529532142,1281529532,0,0,-1281529532,0,0
newImages,4,sys,0,null,1281529536542,0,0,-1281529536,0,0,0,0,0,-1281529536,0
photo,1,user,0,null,0,0,0,0,1281529559001,1281529559,0,0,-1281529559,0,0
newImages,4,sys,0,null,1281529595773,0,0,-1281529595,0,0,0,0,0,-1281529595,0
newImages,4,sys,0,null,1281529682050,0,0,-1281529682,0,0,0,0,0,-1281529682,0
newImages,4,sys,0,null,1281529716510,0,1281529719789,3,0,-1281529719,0,0,0,-1281529716,0
newImages,4,sys,0,null,1281529744447,0,0,-1281529744,0,0,0,0,0,-1281529744,0
newImages,4,sys,0,null,1281529779020,0,1281531854890,2075,0,-1281531854,0,0,0,-1281529779,0
newImages,4,sys,0,null,1281531937879,0,1281531952667,14,0,-1281531952,0,0,0,-1281531937,0
newImages,4,sys,0,null,1281532802378,0,0,-1281532802,0,0,0,0,0,-1281532802,0
newImages,4,sys,0,null,1281532957769,0,0,-1281532957,0,0,0,0,0,-1281532957,0
Q-Zone,2,sys,56,null,1281533042848,2,1281533114299,71,1281533117262,2,0,1281533190729,73,147,5
newImages,4,sys,0,null,1281533204979,0,0,-1281533204,0,0,0,0,0,-1281533204,0
newImages,4,sys,0,null,1281533230119,0,0,-1281533230,0,0,0,0,0,-1281533230,0
newImages,4,sys,0,null,1281533376470,0,0,-1281533376,0,0,0,0,0,-1281533376,0
photo_story,3,user,0,null,0,0,0,0,1281533392705,1281533392,0,1281533730439,337,1281533730,0
newImages,4,sys,0,null,1281533437293,0,0,-1281533437,0,0,0,0,0,-1281533437,0
newImages,4,sys,0,null,1281533678869,0,0,-1281533678,0,0,0,0,0,-1281533678,0
newImages,4,sys,0,null,1281533764828,0,1281533771207,6,0,-1281533771,0,0,0,-1281533764,0
newImages,4,sys,0,null,1281533856738,0,1281533874448,17,0,-1281533874,0,0,0,-1281533856,0
photo,1,user,0,null,0,0,0,0,1281534155683,1281534155,0,0,-1281534155,0,0
newImages,4,sys,0,null,1281534158886,0,0,-1281534158,0,0,0,0,0,-1281534158,0
photo,1,user,0,null,0,0,0,0,1281534175239,1281534175,0,0,-1281534175,0,0
photo,1,user,0,null,0,0,0,0,1281534198979,1281534198,0,0,-1281534198,0,0
newImages,4,sys,0,null,1281534202018,0,0,-1281534202,0,0,0,0,0,-1281534202,0
newImages,4,sys,0,null,1281534220159,0,0,-1281534220,0,0,0,0,0,-1281534220,0
newImages,4,sys,0,null,1281534242921,0,0,-1281534242,0,0,0,0,0,-1281534242,0
photo,1,user,0,null,0,0,0,0,1281534250014,1281534250,0,0,-1281534250,0,0
photo,1,user,0,null,0,0,0,0,1281534328459,1281534328,0,0,-1281534328,0,0
newImages,4,sys,0,null,1281534341039,0,0,-1281534341,0,0,0,0,0,-1281534341,0
photo,1,user,0,null,0,0,0,0,1281534397072,1281534397,0,0,-1281534397,0,0
newImages,4,sys,0,null,1281534423399,0,1281534577218,153,0,-1281534577,0,0,0,-1281534423,0
photo_story,3,user,0,null,0,0,0,0,1281534460537,1281534460,0,0,-1281534460,0,0
newImages,4,sys,0,null,1281534633830,0,0,-1281534633,0,0,0,0,0,-1281534633,0
newImages,4,sys,0,null,1281534846733,0,0,-1281534846,0,0,0,0,0,-1281534846,0
newImages,4,sys,0,null,1281534873869,0,1281535089269,215,0,-1281535089,0,0,0,-1281534873,0
photo,1,user,0,null,0,0,0,0,1281535013293,1281535013,0,0,-1281535013,0,0
newImages,4,sys,0,null,1281535145738,0,1281535330351,184,0,-1281535330,0,0,0,-1281535145,0
newImages,4,sys,0,null,1281535331975,0,0,-1281535331,0,0,0,0,0,-1281535331,0
newImages,4,sys,0,null,1281535381923,0,0,-1281535381,0,0,0,0,0,-1281535381,0
photo,1,user,0,null,0,0,0,0,1281535549615,1281535549,0,0,-1281535549,0,0
photo,1,user,0,null,0,0,0,0,1281535574207,1281535574,0,0,-1281535574,0,0
newImages,4,sys,0,null,1281535746022,0,1281535753345,7,0,-1281535753,0,0,0,-1281535746,0
newImages,4,sys,0,null,1281536102016,0,1281536140633,38,0,-1281536140,0,0,0,-1281536102,0
annotate,2,user,0,null,0,0,0,0,1281536203232,1281536203,0,0,-1281536203,0,0
annotate,2,user,0,null,0,0,0,0,1281536278244,1281536278,0,0,-1281536278,0,0
annotate,2,user,0,null,0,0,0,0,1281536294665,1281536294,0,0,-1281536294,0,0
end of ride,1,sys,39,null,1281537570911,0,0,-1281537570,0,0,0,0,0,-1281537570,0
newImages,4,sys,0,null,1281537903596,0,0,-1281537903,0,0,0,0,0,-1281537903,0
newImages,4,sys,0,null,1281537934630,0,0,-1281537934,0,0,0,0,0,-1281537934,0
photo,1,user,0,null,0,0,0,0,1281537936850,1281537936,0,0,-1281537936,0,0
annotate,2,user,0,null,0,0,0,0,1281537970103,1281537970,0,1281539230612,1260,1281539230,0
newImages,4,sys,0,null,1281537995831,0,0,-1281537995,0,0,0,0,0,-1281537995,0
newImages,4,sys,0,null,1281538024206,0,1281538033124,8,0,-1281538033,0,0,0,-1281538024,0
newImages,4,sys,0,null,1281538054280,0,0,-1281538054,0,0,0,0,0,-1281538054,0
photo,1,user,0,null,0,0,0,0,1281538108347,1281538108,0,0,-1281538108,0,0
newImages,4,sys,0,null,1281538564172,0,0,-1281538564,0,0,0,0,0,-1281538564,0
newImages,4,sys,0,null,1281538593603,0,1281538670535,76,0,-1281538670,0,0,0,-1281538593,0
lunch/break,3,sys,48,null,1281538768119,0,0,-1281538768,0,0,0,0,0,-1281538768,0
photo_story,3,user,0,null,0,0,0,0,1281538824069,1281538824,0,0,-1281538824,0,0
newImages,4,sys,0,null,1281538827533,0,0,-1281538827,0,0,0,0,0,-1281538827,0
photo_story,3,user,0,null,0,0,0,0,1281538983102,1281538983,0,0,-1281538983,0,0
newImages,4,sys,0,null,1281539032695,0,1281539168546,135,0,-1281539168,0,0,0,-1281539032,0
photo_story,3,user,0,null,0,0,0,0,1281539035747,1281539035,0,0,-1281539035,0,0
photo_story,3,user,0,null,0,0,0,0,1281539082286,1281539082,0,0,-1281539082,0,0
photo,1,user,0,null,0,0,0,0,1281539147686,1281539147,0,0,-1281539147,0,0
photo_story,3,user,0,null,0,0,0,0,1281539189689,1281539189,0,0,-1281539189,0,0
photo_story,3,user,0,null,0,0,0,0,1281539233855,1281539233,0,1281539275077,41,1281539275,0
newImages,4,sys,0,null,1281539496019,0,0,-1281539496,0,0,0,0,0,-1281539496,0
annotate,2,user,0,null,0,0,0,0,1281539634911,1281539634,0,0,-1281539634,0,0
annotate,2,user,0,null,0,0,0,0,1281539681110,1281539681,0,0,-1281539681,0,0
annotate,2,user,0,null,0,0,0,0,1281539692492,1281539692,0,0,-1281539692,0,0
newImages,4,sys,0,null,1281539813565,0,0,-1281539813,0,0,0,0,0,-1281539813,0
